company_name,ats_type,slug_or_url,careers_url,active,source,added
Gridware,lever,gridware,https://www.gridware.io,yes,yc-seed,2026-07-22
Firstbase.io,scrape,https://firstbase.io/,https://firstbase.io/,no,yc-seed,2026-07-22
Per Diem,scrape,https://tryperdiem.com,https://tryperdiem.com,no,yc-seed,2026-07-22
Kodo,scrape,https://www.kodo.com,https://www.kodo.com,no,yc-seed,2026-07-22
Quadrant Health,scrape,https://quadrant.health,https://quadrant.health,no,yc-seed,2026-07-22
Topkey,scrape,https://www.topkey.io/,https://www.topkey.io/,no,yc-seed,2026-07-22
Pangea.app,scrape,https://www.pangea.app,https://www.pangea.app,no,yc-seed,2026-07-22
Anima,ashby,anima,http://www.animahealth.com,yes,yc-seed,2026-07-22
Popl,ashby,popl,https://popl.co/,yes,yc-seed,2026-07-22
Fathom,ashby,fathom,https://www.fathom.ai,yes,yc-seed,2026-07-22
Measured,scrape,https://trymeasured.com/,https://trymeasured.com/,no,yc-seed,2026-07-22
LiveFlow,ashby,liveflow,https://www.liveflow.com,yes,yc-seed,2026-07-22
Auricle,scrape,https://auricle.com,https://auricle.com,no,yc-seed,2026-07-22
Great Question,ashby,greatquestion,https://greatquestion.co,yes,yc-seed,2026-07-22
Datrics,scrape,https://datrics.ai,https://datrics.ai,no,yc-seed,2026-07-22
Enode,ashby,enode,http://www.enode.com,yes,yc-seed,2026-07-22
Text Blaze,lever,text,https://blaze.today,yes,yc-seed,2026-07-22
Topline Pro,ashby,topline-pro,https://www.toplinepro.com,yes,yc-seed,2026-07-22
Quicknode,ashby,quicknode,https://www.quicknode.com,yes,yc-seed,2026-07-22
Resquared,scrape,http://re2.ai,http://re2.ai,no,yc-seed,2026-07-22
Codingal,scrape,https://www.codingal.com,https://www.codingal.com,no,yc-seed,2026-07-22
Tractian,lever,tractian,https://tractian.com,yes,yc-seed,2026-07-22
Solo,scrape,https://www.solosuit.com/,https://www.solosuit.com/,no,yc-seed,2026-07-22
Stoke Space,scrape,https://www.stokespace.com/,https://www.stokespace.com/,no,yc-seed,2026-07-22
Tint,greenhouse,tintai,http://www.tint.ai,yes,yc-seed,2026-07-22
Betterhalf,scrape,https://betterhalf.ai,https://betterhalf.ai,no,yc-seed,2026-07-22
Biodock,scrape,https://www.biodock.ai,https://www.biodock.ai,no,yc-seed,2026-07-22
Venu AI,scrape,https://www.venu3d.com,https://www.venu3d.com,no,yc-seed,2026-07-22
Compose.ai,scrape,https://compose.ai,https://compose.ai,no,yc-seed,2026-07-22
Lamar Health,scrape,http://www.lamarhealth.com,http://www.lamarhealth.com,no,yc-seed,2026-07-22
Soraban,scrape,https://www.soraban.com,https://www.soraban.com,no,yc-seed,2026-07-22
Haystack,scrape,https://usehaystack.io/,https://usehaystack.io/,no,yc-seed,2026-07-22
Ziina,ashby,ziina,https://www.ziina.com,yes,yc-seed,2026-07-22
Infracost,ashby,infracost,https://infracost.io,yes,yc-seed,2026-07-22
FlutterFlow,ashby,flutterflow,https://flutterflow.io,yes,yc-seed,2026-07-22
Svix,ashby,svix,https://www.svix.com,yes,yc-seed,2026-07-22
BusinessOnBot,scrape,https://www.businessonbot.com/,https://www.businessonbot.com/,no,yc-seed,2026-07-22
Gigs,greenhouse,gigs,https://gigs.com,yes,yc-seed,2026-07-22
Prospa,greenhouse,prospa,https://getprospa.com,yes,yc-seed,2026-07-22
UPchieve,scrape,https://www.upchieve.org,https://www.upchieve.org,no,yc-seed,2026-07-22
Jiga,scrape,https://jiga.io,https://jiga.io,no,yc-seed,2026-07-22
Turing College,greenhouse,turing,https://www.turingcollege.com/,yes,yc-seed,2026-07-22
Moonvalley,ashby,moonvalley-ai,https://www.moonvalley.com,yes,yc-seed,2026-07-22
Waydev AI,scrape,https://waydev.co/,https://waydev.co/,no,yc-seed,2026-07-22
Authologic,scrape,https://authologic.com,https://authologic.com,no,yc-seed,2026-07-22
Triomics,ashby,triomics,https://triomics.com/,yes,yc-seed,2026-07-22
Shepherd,ashby,shepherd,https://shepherdinsurance.com,yes,yc-seed,2026-07-22
Palla,scrape,https://www.palla.com,https://www.palla.com,no,yc-seed,2026-07-22
PaletteHQ,scrape,https://palettehq.com/en,https://palettehq.com/en,no,yc-seed,2026-07-22
Epsilon3,lever,epsilon3,https://www.epsilon3.io/,yes,yc-seed,2026-07-22
Reframe,scrape,https://www.joinreframeapp.com/,https://www.joinreframeapp.com/,no,yc-seed,2026-07-22
Agapé,scrape,https://www.getdailyagape.com,https://www.getdailyagape.com,no,yc-seed,2026-07-22
Legion Health,ashby,legionhealth,https://legionhealth.com,yes,yc-seed,2026-07-22
Odys Aviation,scrape,https://www.odysaviation.com/,https://www.odysaviation.com/,no,yc-seed,2026-07-22
Serif Health,greenhouse,serif,https://www.serifhealth.com,yes,yc-seed,2026-07-22
Carbonfact,scrape,http://www.carbonfact.com,http://www.carbonfact.com,no,yc-seed,2026-07-22
Varos,scrape,http://varos.com,http://varos.com,no,yc-seed,2026-07-22
Baraka,scrape,https://www.getbaraka.com/,https://www.getbaraka.com/,no,yc-seed,2026-07-22
Rootly,scrape,https://rootly.com,https://rootly.com,no,yc-seed,2026-07-22
ARQ,ashby,arq,https://www.arqfinance.com/,yes,yc-seed,2026-07-22
Kalam Labs,scrape,http://www.kalamlabs.in,http://www.kalamlabs.in,no,yc-seed,2026-07-22
Koshex,scrape,https://www.koshex.com,https://www.koshex.com,no,yc-seed,2026-07-22
Coulomb AI,scrape,https://coulomb.ai/,https://coulomb.ai/,no,yc-seed,2026-07-22
Parallel Bio,greenhouse,parallel,http://parallel.bio,yes,yc-seed,2026-07-22
Rivia.AI,scrape,https://rivia.ai,https://rivia.ai,no,yc-seed,2026-07-22
AlgoUniversity,scrape,http://algouniversity.com/,http://algouniversity.com/,no,yc-seed,2026-07-22
Neodocs,scrape,https://www.neodocs.in,https://www.neodocs.in,no,yc-seed,2026-07-22
Strive Math,scrape,https://www.strivemath.com/,https://www.strivemath.com/,no,yc-seed,2026-07-22
Double,ashby,double,https://www.doublehq.com,yes,yc-seed,2026-07-22
Lago,ashby,lago,https://www.getlago.com/,yes,yc-seed,2026-07-22
Forage,scrape,http://www.joinforage.com,http://www.joinforage.com,no,yc-seed,2026-07-22
Tavus,ashby,tavus,https://www.tavus.io,yes,yc-seed,2026-07-22
SafeBeat,scrape,https://safebeat.com,https://safebeat.com,no,yc-seed,2026-07-22
Kodex,ashby,kodex,https://www.kodexglobal.com,yes,yc-seed,2026-07-22
Pirouette Pharma,scrape,https://www.pirouettepharma.com/,https://www.pirouettepharma.com/,no,yc-seed,2026-07-22
Aqua,scrape,https://www.investwithaqua.com,https://www.investwithaqua.com,no,yc-seed,2026-07-22
SalaryBox,scrape,https://salarybox.in/,https://salarybox.in/,no,yc-seed,2026-07-22
Rinse,scrape,http://www.rinse.dental,http://www.rinse.dental,no,yc-seed,2026-07-22
Hyperbrowser,scrape,https://hyperbrowser.ai,https://hyperbrowser.ai,no,yc-seed,2026-07-22
Repool,scrape,http://repool.com,http://repool.com,no,yc-seed,2026-07-22
Bree,ashby,bree,https://www.trybree.com/,yes,yc-seed,2026-07-22
Govly,scrape,https://www.govly.com/,https://www.govly.com/,no,yc-seed,2026-07-22
Enerjazz,scrape,https://www.enerjazz.tech/,https://www.enerjazz.tech/,no,yc-seed,2026-07-22
DigiBuild,scrape,https://digibuild.com,https://digibuild.com,no,yc-seed,2026-07-22
WarpBuild,ashby,warpbuild,https://www.warpbuild.com,yes,yc-seed,2026-07-22
MindFi,scrape,https://www.mindfi.co,https://www.mindfi.co,no,yc-seed,2026-07-22
Truss,ashby,truss,https://trusspayments.com,yes,yc-seed,2026-07-22
Nira Energy,greenhouse,niraenergy,https://www.niraenergy.com/,yes,yc-seed,2026-07-22
LootRush,scrape,https://www.lootrush.com,https://www.lootrush.com,no,yc-seed,2026-07-22
Scispot,scrape,https://scispot.io,https://scispot.io,no,yc-seed,2026-07-22
Coinrule,scrape,https://coinrule.com/,https://coinrule.com/,no,yc-seed,2026-07-22
Formance,ashby,formance,https://formance.com,yes,yc-seed,2026-07-22
OneSchema,ashby,oneschema,https://www.oneschema.co,yes,yc-seed,2026-07-22
Shimmer,scrape,https://shimmer.care,https://shimmer.care,no,yc-seed,2026-07-22
KaiPod Learning,scrape,http://www.kaipodlearning.com,http://www.kaipodlearning.com,no,yc-seed,2026-07-22
Aleph,lever,aleph,https://getaleph.com/,yes,yc-seed,2026-07-22
Protex AI,ashby,Protex,https://www.protex.ai,yes,yc-seed,2026-07-22
Zensors,ashby,zensors,https://www.zensors.com,yes,yc-seed,2026-07-22
HeyCharge,scrape,https://heycharge.com/,https://heycharge.com/,no,yc-seed,2026-07-22
Akute Health,scrape,https://www.akutehealth.com,https://www.akutehealth.com,no,yc-seed,2026-07-22
Writesonic,scrape,https://writesonic.com/,https://writesonic.com/,no,yc-seed,2026-07-22
TransAstra Corporation,scrape,https://www.transastra.com,https://www.transastra.com,no,yc-seed,2026-07-22
HitPay,ashby,hitpayapp,https://www.hitpayapp.com,yes,yc-seed,2026-07-22
Mach9,ashby,mach9,https://www.mach9.ai/,yes,yc-seed,2026-07-22
Dots 💸,greenhouse,dots,https://usedots.com,yes,yc-seed,2026-07-22
Telmai,scrape,https://www.telm.ai/,https://www.telm.ai/,no,yc-seed,2026-07-22
Buoyant Aero,scrape,https://www.buoyant.aero,https://www.buoyant.aero,no,yc-seed,2026-07-22
Zuma,lever,getzuma,https://www.getzuma.com/,yes,yc-seed,2026-07-22
Storylane,scrape,https://www.storylane.io/,https://www.storylane.io/,no,yc-seed,2026-07-22
Atlas,ashby,atlas,https://atlas.kitchen,yes,yc-seed,2026-07-22
Crew,scrape,https://crew.work/,https://crew.work/,no,yc-seed,2026-07-22
Aviator,ashby,aviator,https://aviator.co,yes,yc-seed,2026-07-22
Payflow,scrape,https://www.payflow.es/,https://www.payflow.es/,no,yc-seed,2026-07-22
Nash,ashby,nash,https://www.usenash.com/,yes,yc-seed,2026-07-22
Lightly,scrape,https://lightly.ai/,https://lightly.ai/,no,yc-seed,2026-07-22
Sully.ai,scrape,https://www.sully.ai,https://www.sully.ai,no,yc-seed,2026-07-22
JABU,scrape,http://www.gojabu.com,http://www.gojabu.com,no,yc-seed,2026-07-22
Attack Capital,scrape,https://attack.capital/,https://attack.capital/,no,yc-seed,2026-07-22
Apollo,scrape,https://www.apollofirst.xyz/,https://www.apollofirst.xyz/,no,yc-seed,2026-07-22
Spot Health,scrape,https://spotdx.com,https://spotdx.com,no,yc-seed,2026-07-22
Elevate (formerly Bloom),scrape,https://www.elevatepay.co,https://www.elevatepay.co,no,yc-seed,2026-07-22
GrowthBook,scrape,https://www.growthbook.io,https://www.growthbook.io,no,yc-seed,2026-07-22
Agave,ashby,agave,https://www.useagave.com,yes,yc-seed,2026-07-22
Strac,scrape,https://www.strac.io/,https://www.strac.io/,no,yc-seed,2026-07-22
Trébol,scrape,https://gotrebol.com/,https://gotrebol.com/,no,yc-seed,2026-07-22
Peakflo,scrape,https://peakflo.co,https://peakflo.co,no,yc-seed,2026-07-22
Starling,scrape,https://starlingmedical.com/,https://starlingmedical.com/,no,yc-seed,2026-07-22
Loops,scrape,https://loops.so,https://loops.so,no,yc-seed,2026-07-22
Nest Genomics,scrape,https://nestgenomics.com,https://nestgenomics.com,no,yc-seed,2026-07-22
Axross Pte Ltd,scrape,https://www.axross.co/,https://www.axross.co/,no,yc-seed,2026-07-22
Gym Class,scrape,https://gymclass.com,https://gymclass.com,no,yc-seed,2026-07-22
TeamOut,scrape,https://www.teamout.com/,https://www.teamout.com/,no,yc-seed,2026-07-22
Seabound,scrape,http://seabound.co,http://seabound.co,no,yc-seed,2026-07-22
Dynamo AI,scrape,https://dynamo.ai,https://dynamo.ai,no,yc-seed,2026-07-22
Invert,ashby,invert,http://www.invertbio.com/,yes,yc-seed,2026-07-22
Rownd,scrape,https://rownd.ai,https://rownd.ai,no,yc-seed,2026-07-22
Shuttle Central,scrape,https://book.shuttlecentral.com/,https://book.shuttlecentral.com/,no,yc-seed,2026-07-22
Ankr Health,scrape,https://ankr.us,https://ankr.us,no,yc-seed,2026-07-22
Happl,ashby,happl,https://happl.com/,yes,yc-seed,2026-07-22
Versable,scrape,https://www.versableai.com/,https://www.versableai.com/,no,yc-seed,2026-07-22
Beam,greenhouse,beam,https://beam.cloud,yes,yc-seed,2026-07-22
Dart,scrape,https://www.dartai.com,https://www.dartai.com,no,yc-seed,2026-07-22
Reforged Labs,scrape,https://reforgedlabs.com/,https://reforgedlabs.com/,no,yc-seed,2026-07-22
HOKALI,scrape,https://www.hokali.com/,https://www.hokali.com/,no,yc-seed,2026-07-22
Flagright,ashby,flagright,https://flagright.com,yes,yc-seed,2026-07-22
IOMETE,scrape,https://www.iomete.com/,https://www.iomete.com/,no,yc-seed,2026-07-22
PermitFlow,ashby,permitflow,http://www.permitflow.com,yes,yc-seed,2026-07-22
IMT Care,greenhouse,imt,https://www.imt.care,yes,yc-seed,2026-07-22
digi,scrape,https://www.digitech.la/,https://www.digitech.la/,no,yc-seed,2026-07-22
Velt,scrape,https://velt.dev,https://velt.dev,no,yc-seed,2026-07-22
Cogram,scrape,https://cogram.com,https://cogram.com,no,yc-seed,2026-07-22
Posh,ashby,posh,https://www.poshenergy.com,yes,yc-seed,2026-07-22
Cotera,scrape,https://cotera.co,https://cotera.co,no,yc-seed,2026-07-22
LunaJoy Health,scrape,http://HelloLunaJoy.com,http://HelloLunaJoy.com,no,yc-seed,2026-07-22
Curacel,scrape,https://curacel.co,https://curacel.co,no,yc-seed,2026-07-22
voize,ashby,voize,https://voize.de/,yes,yc-seed,2026-07-22
Prembly (formerly Identitypass),scrape,https://prembly.com/,https://prembly.com/,no,yc-seed,2026-07-22
Strong Compute,scrape,https://strongcompute.com,https://strongcompute.com,no,yc-seed,2026-07-22
Sprites,scrape,https://sprites.ai/,https://sprites.ai/,no,yc-seed,2026-07-22
goodfin,scrape,http://www.goodfin.com,http://www.goodfin.com,no,yc-seed,2026-07-22
Cinder,ashby,cinder,https://cinder.ai,yes,yc-seed,2026-07-22
Material Depot,ashby,material,https://materialdepot.in/,yes,yc-seed,2026-07-22
Bemlo,scrape,https://www.bemlo.com/en,https://www.bemlo.com/en,no,yc-seed,2026-07-22
Attain,greenhouse,attain,https://joinattain.com/,yes,yc-seed,2026-07-22
PropelAuth,scrape,https://www.propelauth.com,https://www.propelauth.com,no,yc-seed,2026-07-22
Spade,ashby,spade,https://www.spade.com,yes,yc-seed,2026-07-22
amiloz,scrape,https://www.beloz.com.mx/,https://www.beloz.com.mx/,no,yc-seed,2026-07-22
yhangry,scrape,http://www.yhangry.com,http://www.yhangry.com,no,yc-seed,2026-07-22
Fleek,ashby,fleek,https://www.joinfleek.com/,yes,yc-seed,2026-07-22
Rally UXR,ashby,rallyuxr,https://www.rallyuxr.com/,yes,yc-seed,2026-07-22
Blink,ashby,blink,https://blink.new,yes,yc-seed,2026-07-22
Finku,scrape,http://finku.id,http://finku.id,no,yc-seed,2026-07-22
Reviving Mind,scrape,https://www.revivingmind.com/,https://www.revivingmind.com/,no,yc-seed,2026-07-22
Darsel,scrape,http://darsel.tech,http://darsel.tech,no,yc-seed,2026-07-22
GIMO,scrape,https://gimo.vn/en,https://gimo.vn/en,no,yc-seed,2026-07-22
GoSats,scrape,https://gosats.io,https://gosats.io,no,yc-seed,2026-07-22
AirMyne,scrape,http://www.airmyne.com,http://www.airmyne.com,no,yc-seed,2026-07-22
GovDash,ashby,govdash,https://govdash.com/,yes,yc-seed,2026-07-22
KorrAI,scrape,https://www.korrai.com,https://www.korrai.com,no,yc-seed,2026-07-22
MSPilot,scrape,https://mspilot.io,https://mspilot.io,no,yc-seed,2026-07-22
Cofactr,lever,Cofactr,https://www.cofactr.com/,yes,yc-seed,2026-07-22
Eventual,ashby,eventual,https://www.daft.ai/,yes,yc-seed,2026-07-22
Seis,scrape,https://www.seis.com,https://www.seis.com,no,yc-seed,2026-07-22
Reality Defender,ashby,realitydefender,http://www.realitydefender.com,yes,yc-seed,2026-07-22
Mindbase,scrape,https://mymindbase.ai,https://mymindbase.ai,no,yc-seed,2026-07-22
Medplum,scrape,https://www.medplum.com,https://www.medplum.com,no,yc-seed,2026-07-22
Clinikally,scrape,https://www.clinikally.com/,https://www.clinikally.com/,no,yc-seed,2026-07-22
Wolfia,scrape,https://wolfia.com,https://wolfia.com,no,yc-seed,2026-07-22
Star,scrape,https://buildwithstar.com,https://buildwithstar.com,no,yc-seed,2026-07-22
Stackup,scrape,https://www.stackup.fi,https://www.stackup.fi,no,yc-seed,2026-07-22
Tailor,ashby,tailor,https://www.tailor.tech/,yes,yc-seed,2026-07-22
Pasito,scrape,https://pasito.ai,https://pasito.ai,no,yc-seed,2026-07-22
TrueBiz,scrape,https://truebiz.io/,https://truebiz.io/,no,yc-seed,2026-07-22
Voltic,scrape,https://volticshipping.com/,https://volticshipping.com/,no,yc-seed,2026-07-22
Blee,ashby,blee,https://www.blee.com,yes,yc-seed,2026-07-22
Raven,greenhouse,raven,https://startraven.com,yes,yc-seed,2026-07-22
Windmill,ashby,windmill,https://windmill.dev,yes,yc-seed,2026-07-22
Tank Payments,scrape,https://www.tankpayments.com/,https://www.tankpayments.com/,no,yc-seed,2026-07-22
Malama Health,scrape,https://www.heymalama.co,https://www.heymalama.co,no,yc-seed,2026-07-22
Aragorn AI,ashby,aragorn,https://www.aragorn.ai,yes,yc-seed,2026-07-22
Flair Labs,scrape,https://www.flairlabs.ai/,https://www.flairlabs.ai/,no,yc-seed,2026-07-22
Typewise,scrape,https://typewise.app,https://typewise.app,no,yc-seed,2026-07-22
NewsCatcher,scrape,https://newscatcherapi.com/,https://newscatcherapi.com/,no,yc-seed,2026-07-22
Thera,ashby,thera,https://www.getthera.com,yes,yc-seed,2026-07-22
Peoplebox.ai,scrape,https://www.peoplebox.ai,https://www.peoplebox.ai,no,yc-seed,2026-07-22
Airhart Aeronautics,scrape,https://www.airhartaero.com/,https://www.airhartaero.com/,no,yc-seed,2026-07-22
Coris,scrape,https://coris.ai/,https://coris.ai/,no,yc-seed,2026-07-22
Hedgehog,scrape,http://hedgehogfoods.com,http://hedgehogfoods.com,no,yc-seed,2026-07-22
Alphawatch AI,scrape,https://alphawatch.ai,https://alphawatch.ai,no,yc-seed,2026-07-22
AviaryAI,scrape,http://www.helloaviary.ai,http://www.helloaviary.ai,no,yc-seed,2026-07-22
Quinn,scrape,https://www.quinnbio.com,https://www.quinnbio.com,no,yc-seed,2026-07-22
Metriport,ashby,metriport,https://metriport.com/,yes,yc-seed,2026-07-22
Feather,scrape,https://featherhq.com,https://featherhq.com,no,yc-seed,2026-07-22
Quindar,ashby,quindar,https://www.quindar.space,yes,yc-seed,2026-07-22
Vinci Games,scrape,https://ruffnauts.com/,https://ruffnauts.com/,no,yc-seed,2026-07-22
AiPrise,ashby,aiprise,https://aiprise.com/,yes,yc-seed,2026-07-22
Findly,scrape,https://www.findly.ai/join,https://www.findly.ai/join,no,yc-seed,2026-07-22
HOMLI,scrape,https://thehomli.com,https://thehomli.com,no,yc-seed,2026-07-22
PrimeVault,scrape,https://www.primevault.com,https://www.primevault.com,no,yc-seed,2026-07-22
Solum Health,scrape,https://www.getsolum.com/,https://www.getsolum.com/,no,yc-seed,2026-07-22
Firecrawl,ashby,firecrawl,https://www.firecrawl.dev,yes,yc-seed,2026-07-22
Oneleet,ashby,oneleet,https://www.oneleet.com/?utm_source=yc&utm_medium=bookface,yes,yc-seed,2026-07-22
AlgoTest,scrape,https://algotest.in,https://algotest.in,no,yc-seed,2026-07-22
REVER,scrape,https://itsrever.com/,https://itsrever.com/,no,yc-seed,2026-07-22
Delfino AI,scrape,https://www.delfino.ai/,https://www.delfino.ai/,no,yc-seed,2026-07-22
Cambio,ashby,cambio,https://www.cambio.ai/,yes,yc-seed,2026-07-22
Landeed,scrape,https://www.landeed.com/,https://www.landeed.com/,no,yc-seed,2026-07-22
AccessOwl,scrape,https://www.accessowl.io/,https://www.accessowl.io/,no,yc-seed,2026-07-22
Coverage Cat,scrape,https://www.coveragecat.com/,https://www.coveragecat.com/,no,yc-seed,2026-07-22
Sameday,scrape,https://www.gosameday.com/,https://www.gosameday.com/,no,yc-seed,2026-07-22
Infisical,ashby,infisical,https://infisical.com,yes,yc-seed,2026-07-22
Designbase,scrape,https://www.designbase.com/,https://www.designbase.com/,no,yc-seed,2026-07-22
DrDroid,scrape,https://drdroid.io/,https://drdroid.io/,no,yc-seed,2026-07-22
Magic Patterns,ashby,magicpatterns,https://www.magicpatterns.com/,yes,yc-seed,2026-07-22
Rollstack,ashby,rollstack,https://www.rollstack.com,yes,yc-seed,2026-07-22
Concourse,ashby,concourse,https://concourse.co/,yes,yc-seed,2026-07-22
FlexDesk,scrape,https://www.flexdesk.com/,https://www.flexdesk.com/,no,yc-seed,2026-07-22
Hammr,scrape,https://www.hammr.com,https://www.hammr.com,no,yc-seed,2026-07-22
Nango,ashby,nango,https://nango.dev,yes,yc-seed,2026-07-22
Numeral,ashby,numeral,https://www.numeral.com/,yes,yc-seed,2026-07-22
Omnistrate,scrape,http://www.omnistrate.com,http://www.omnistrate.com,no,yc-seed,2026-07-22
Narrative,scrape,https://www.trynarrative.com/,https://www.trynarrative.com/,no,yc-seed,2026-07-22
loopfour,scrape,https://www.loopfour.com,https://www.loopfour.com,no,yc-seed,2026-07-22
Coperniq,ashby,coperniq,https://coperniq.io,yes,yc-seed,2026-07-22
Cosine,ashby,cosine,http://www.cosine.sh,yes,yc-seed,2026-07-22
Gooseworks,scrape,https://gooseworks.ai/,https://gooseworks.ai/,no,yc-seed,2026-07-22
Suger,lever,suger,https://www.suger.io/,yes,yc-seed,2026-07-22
Inkeep,ashby,inkeep,https://inkeep.com,yes,yc-seed,2026-07-22
ShortLoop,scrape,https://shortloop.dev/,https://shortloop.dev/,no,yc-seed,2026-07-22
Truewind,scrape,https://truewind.ai,https://truewind.ai,no,yc-seed,2026-07-22
Orchid,scrape,https://orchid.health,https://orchid.health,no,yc-seed,2026-07-22
Storyboarder,scrape,https://storyboarder.com,https://storyboarder.com,no,yc-seed,2026-07-22
ClickPe,scrape,https://clickpe.ai/,https://clickpe.ai/,no,yc-seed,2026-07-22
Onshore,scrape,https://onshore.com,https://onshore.com,no,yc-seed,2026-07-22
Infinia,scrape,https://www.infiniaweb.com/,https://www.infiniaweb.com/,no,yc-seed,2026-07-22
Vendah,scrape,https://vendah.com.br/,https://vendah.com.br/,no,yc-seed,2026-07-22
SuperKalam,scrape,https://superkalam.com,https://superkalam.com,no,yc-seed,2026-07-22
Sirdab,scrape,https://sirdab.co/en,https://sirdab.co/en,no,yc-seed,2026-07-22
Loula,ashby,loula,https://joinloula.com,yes,yc-seed,2026-07-22
inBuild,scrape,https://www.inbuild.ai/,https://www.inbuild.ai/,no,yc-seed,2026-07-22
Diffuse Bio,scrape,http://diffuse.bio,http://diffuse.bio,no,yc-seed,2026-07-22
Invopop,ashby,invopop,https://www.invopop.com/,yes,yc-seed,2026-07-22
Dill,scrape,https://usedill.com/,https://usedill.com/,no,yc-seed,2026-07-22
Constant,scrape,https://useconstant.com,https://useconstant.com,no,yc-seed,2026-07-22
Conduit,ashby,conduit,http://helloconduit.com,yes,yc-seed,2026-07-22
Berry,scrape,https://berryai.com/,https://berryai.com/,no,yc-seed,2026-07-22
Finni Health,ashby,finni-health,https://www.finnihealth.com/,yes,yc-seed,2026-07-22
Vector,ashby,vector,https://vector.co,yes,yc-seed,2026-07-22
Escape,ashby,escape,https://escape.tech,yes,yc-seed,2026-07-22
Kyber,scrape,https://askkyber.com,https://askkyber.com,no,yc-seed,2026-07-22
Vendora,scrape,https://www.vendora.io/,https://www.vendora.io/,no,yc-seed,2026-07-22
Finta,scrape,https://www.finta.com/,https://www.finta.com/,no,yc-seed,2026-07-22
Speedy Labs,scrape,https://speedylabs.ai/,https://speedylabs.ai/,no,yc-seed,2026-07-22
Yuma AI,ashby,yumaai,https://yuma.ai,yes,yc-seed,2026-07-22
HockeyStack,ashby,hockeystack,https://hockeystack.com,yes,yc-seed,2026-07-22
kapa.ai,scrape,https://www.kapa.ai,https://www.kapa.ai,no,yc-seed,2026-07-22
Twenty,ashby,twenty,https://twenty.com,yes,yc-seed,2026-07-22
Hyperbound,ashby,hyperbound,https://hyperbound.ai,yes,yc-seed,2026-07-22
AIVideo.com,scrape,https://aivideo.com,https://aivideo.com,no,yc-seed,2026-07-22
Sohar Health,scrape,https://www.soharhealth.com,https://www.soharhealth.com,no,yc-seed,2026-07-22
Pointhound,scrape,http://www.pointhound.com,http://www.pointhound.com,no,yc-seed,2026-07-22
Cedana,scrape,https://cedana.ai,https://cedana.ai,no,yc-seed,2026-07-22
Every,ashby,every-io,https://every.io/,yes,yc-seed,2026-07-22
Prosper,lever,prosper,https://www.getprosper.ai?utm_source=yc&utm_medium=directory&utm_campaign=yc_directory,yes,yc-seed,2026-07-22
Capi Money,ashby,capimoney,https://www.capimoney.com,yes,yc-seed,2026-07-22
Alguna,scrape,https://alguna.com,https://alguna.com,no,yc-seed,2026-07-22
Corgea,scrape,https://www.corgea.com/,https://www.corgea.com/,no,yc-seed,2026-07-22
Menza,scrape,https://menza.ai/,https://menza.ai/,no,yc-seed,2026-07-22
Skyvern,scrape,https://www.skyvern.com/,https://www.skyvern.com/,no,yc-seed,2026-07-22
Decoda Health,ashby,decodahealth,https://decodahealth.com/,yes,yc-seed,2026-07-22
Numen,scrape,https://www.numen.com,https://www.numen.com,no,yc-seed,2026-07-22
Surface Labs,scrape,https://withsurface.com,https://withsurface.com,no,yc-seed,2026-07-22
AgentCollect,scrape,https://www.agentcollect.com,https://www.agentcollect.com,no,yc-seed,2026-07-22
Aglide,scrape,https://aglide.com,https://aglide.com,no,yc-seed,2026-07-22
Letter AI,scrape,https://www.letter.ai,https://www.letter.ai,no,yc-seed,2026-07-22
Rimward,scrape,https://rimward.ai/,https://rimward.ai/,no,yc-seed,2026-07-22
Bolto,scrape,https://www.bolto.com,https://www.bolto.com,no,yc-seed,2026-07-22
Sendblue,scrape,https://www.sendblue.com,https://www.sendblue.com,no,yc-seed,2026-07-22
SyntheticFi,scrape,https://www.syntheticfi.com/,https://www.syntheticfi.com/,no,yc-seed,2026-07-22
HappyRobot,ashby,happyrobot,https://happyrobot.ai,yes,yc-seed,2026-07-22
ParadeDB,scrape,https://paradedb.com,https://paradedb.com,no,yc-seed,2026-07-22
dili,scrape,https://www.dili.com,https://www.dili.com,no,yc-seed,2026-07-22
Cargo,greenhouse,fireworksai,https://getcargo.io,yes,yc-seed,2026-07-22
Simbie AI,scrape,http://www.simbie.ai,http://www.simbie.ai,no,yc-seed,2026-07-22
Morph,scrape,https://morphllm.com,https://morphllm.com,no,yc-seed,2026-07-22
Singularity,scrape,https://www.singularityus.com/,https://www.singularityus.com/,no,yc-seed,2026-07-22
Coba,scrape,https://www.coba.ai,https://www.coba.ai,no,yc-seed,2026-07-22
Orbio Earth,scrape,https://www.orbio.earth/,https://www.orbio.earth/,no,yc-seed,2026-07-22
Flex,greenhouse,flex,https://www.withflex.com/shop,yes,yc-seed,2026-07-22
Upsolve AI,scrape,https://upsolve.ai/,https://upsolve.ai/,no,yc-seed,2026-07-22
Legora,ashby,legora,https://www.legora.com/,yes,yc-seed,2026-07-22
Ubicloud,scrape,https://www.ubicloud.com,https://www.ubicloud.com,no,yc-seed,2026-07-22
Garage,ashby,garage,https://www.shopgarage.com/,yes,yc-seed,2026-07-22
Artisan,ashby,artisan,https://artisan.co/?utm_source=ycombinator,yes,yc-seed,2026-07-22
Respan,scrape,https://respan.ai,https://respan.ai,no,yc-seed,2026-07-22
